------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.7.2 date format M/d/yyyy at 100 Hz  Filter Normal -----------
Serial Number: TAS1H50200818
Start Time 14:24:00
Start Date 10/4/2023
Epoch Period (hh:mm:ss) 00:00:00
Download Time 14:26:03
Download Date 10/4/2023
Current Memory Address: 0
Current Battery Voltage: 4.15     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.008,-0.016,1.063
0.008,-0.012,1.066
0.008,-0.012,1.066
0,-0.012,1.063
0.004,-0.012,1.059
0.008,-0.012,1.063
0.004,-0.008,1.063
0.008,-0.012,1.063
0.008,-0.008,1.059
0.012,-0.012,1.059
0.012,-0.008,1.059
0.008,-0.008,1.063
0.012,-0.008,1.063
0.008,-0.012,1.063
0.008,-0.012,1.063
0.012,-0.012,1.063
0.008,-0.008,1.063
0.004,-0.016,1.063
0.004,-0.008,1.063
0.004,-0.012,1.063
0.012,-0.016,1.063
0.008,-0.008,1.063
0.008,-0.008,1.066
0.008,-0.008,1.059
0.012,-0.008,1.063
0.008,-0.008,1.063
0.008,-0.004,1.059
0,-0.004,1.059
0.004,-0.004,1.063
0.004,-0.004,1.063
0.004,-0.008,1.063
0.004,-0.004,1.063
0.004,-0.008,1.063
0.004,-0.016,1.063
0.004,-0.016,1.055
-0.008,-0.008,1.055
0.004,-0.016,1.063
0.004,-0.012,1.063
0.004,-0.016,1.063
0.004,-0.016,1.063
0.012,-0.012,1.059
0.008,-0.012,1.063
0,-0.012,1.059
0.012,-0.016,1.059
0.008,-0.012,1.043
0.004,-0.012,1.02
0.008,-0.008,1.07
0.004,-0.012,1.117
0.008,-0.012,1.082
0.012,-0.012,1.039
0.008,-0.004,1.043
0.012,-0.004,1.059
0.008,-0.008,1.059
0.004,-0.008,1.051
0.004,-0.004,1.047
0.004,-0.008,1.063
0,-0.012,1.078
0.004,-0.012,1.074
0.008,-0.008,1.059
0.008,-0.008,1.043
0.012,-0.004,1.047
0.004,-0.004,1.063
0.004,0,1.066
0.004,-0.012,1.07
0.004,-0.012,1.063
0.004,-0.012,1.055
0.004,-0.008,1.051
0,-0.008,1.055
0.008,-0.008,1.059
0.008,-0.008,1.066
0.012,-0.008,1.066
0.008,-0.012,1.063
0.012,-0.012,1.055
0.008,-0.012,1.055
0.004,-0.012,1.051
0.004,-0.012,1.055
0,-0.004,1.063
0.008,-0.004,1.07
0.012,-0.008,1.07
0.008,-0.008,1.063
0.004,-0.012,1.059
0.004,-0.008,1.059
0.008,-0.004,1.059
0.012,-0.008,1.063
0.004,-0.004,1.063
0,-0.008,1.063
0,-0.012,1.063
0,-0.012,1.066
0.004,-0.016,1.063
0.004,-0.012,1.063
0.004,-0.008,1.07
0.008,-0.008,1.066
0.008,-0.008,1.066
0.008,-0.012,1.066
0.008,-0.004,1.055
0.004,-0.008,1.055
0,-0.016,1.059
0,-0.012,1.063
0,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.008,1.063
0.008,-0.008,1.066
0.012,-0.008,1.066
0.008,-0.004,1.066
0.008,-0.008,1.063
0.004,-0.008,1.059
0.008,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.012,1.066
0,-0.012,1.063
0.004,-0.008,1.066
0,-0.008,1.066
0.008,-0.012,1.063
0.004,-0.008,1.063
0,-0.012,1.059
0.008,-0.012,1.063
0.004,-0.012,1.059
0.004,-0.012,1.059
0.008,-0.012,1.059
0.012,-0.012,1.055
0.008,-0.016,1.063
0.012,-0.012,1.066
0.012,-0.008,1.066
0.012,-0.004,1.055
0.012,-0.008,1.055
0.012,-0.008,1.051
0.004,-0.008,1.063
0.004,-0.012,1.059
0,-0.012,1.059
0.004,-0.012,1.063
0.004,-0.008,1.066
0.004,-0.012,1.066
0,-0.008,1.059
0,-0.012,1.051
0,-0.012,1.055
-0.008,-0.016,1.063
-0.004,-0.012,1.066
-0.004,-0.012,1.066
0,-0.016,1.066
0.004,-0.012,1.059
0.004,-0.012,1.063
0.004,-0.012,1.059
0.004,-0.004,1.063
0.004,-0.008,1.063
0.004,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.012,1.063
0.012,-0.008,1.059
0.012,-0.008,1.059
0.012,-0.004,1.063
0.004,-0.008,1.066
0.008,-0.008,1.078
0.008,-0.012,1.07
0.004,-0.012,1.066
0.004,-0.008,1.055
0.008,-0.008,1.055
0.004,-0.008,1.047
0.004,-0.012,1.047
0.004,-0.012,1.055
0.008,-0.012,1.063
0.004,-0.012,1.066
0.004,-0.012,1.066
0.008,-0.004,1.063
0.008,-0.008,1.059
0.004,-0.008,1.055
0.004,-0.008,1.059
0.004,-0.008,1.063
0.004,-0.012,1.066
0,-0.012,1.066
0.008,-0.012,1.066
0.008,-0.016,1.063
0.008,-0.012,1.063
0.008,-0.016,1.059
0.008,-0.016,1.063
0,-0.012,1.063
0.008,-0.004,1.066
0.016,-0.008,1.066
0.008,-0.008,1.063
0.012,-0.008,1.055
0.008,-0.008,1.059
0.004,-0.012,1.059
0,-0.008,1.063
0,-0.008,1.066
0.008,-0.012,1.063
0.004,-0.012,1.063
-0.004,-0.008,1.059
-0.004,-0.008,1.059
-0.004,-0.008,1.059
0,-0.008,1.063
0,-0.012,1.063
-0.004,-0.012,1.066
0.004,-0.008,1.063
0.004,-0.008,1.063
0,-0.012,1.059
0.004,-0.012,1.063
0.008,-0.004,1.066
0.008,-0.012,1.066
0.008,-0.012,1.066
0.008,-0.008,1.066
0.004,-0.016,1.066
0.004,-0.016,1.063
0,-0.008,1.063
0.008,-0.008,1.059
0.008,-0.012,1.059
0.008,-0.008,1.063
0.008,-0.016,1.066
0.012,-0.008,1.063
0.008,-0.008,1.059
0.008,-0.008,1.055
0.008,-0.004,1.059
0.012,-0.004,1.063
0.004,-0.004,1.066
0,-0.016,1.066
-0.004,-0.012,1.066
0,-0.012,1.066
0.004,-0.012,1.066
0,-0.012,1.063
0.004,-0.012,1.059
0.004,-0.012,1.063
0.004,-0.008,1.063
0.004,-0.012,1.07
0.004,-0.012,1.07
0.008,-0.012,1.066
0.004,-0.012,1.063
0.004,-0.008,1.059
0.004,-0.012,1.063
0.004,-0.012,1.059
0.008,-0.008,1.063
0.012,-0.008,1.063
0.012,-0.008,1.063
0.008,-0.012,1.059
0.008,-0.012,1.059
0.008,-0.008,1.063
0.004,-0.012,1.063
0.008,-0.012,1.063
-0.004,-0.004,1.063
0,-0.012,1.066
0,-0.016,1.063
0.004,-0.016,1.059
0.004,-0.012,1.055
0.012,-0.008,1.063
0.004,-0.008,1.063
0,-0.008,1.063
0.004,-0.008,1.063
0.008,-0.016,1.055
0.004,-0.012,1.055
0,-0.016,1.059
0,-0.008,1.063
0.004,-0.008,1.059
0.008,-0.008,1.059
0.004,-0.012,1.059
0,-0.012,1.063
0.008,-0.004,1.055
0.004,-0.008,1.055
0.004,-0.008,1.047
0.008,-0.008,1.059
0.008,-0.008,1.066
0,-0.012,1.063
0.004,-0.016,1.059
0.004,-0.012,1.055
0.008,-0.012,1.051
0.004,-0.012,1.059
0.004,-0.012,1.063
0,-0.012,1.063
0.004,-0.008,1.066
0.004,-0.008,1.066
0.008,-0.008,1.063
0.004,-0.004,1.063
0.008,-0.008,1.063
0.008,-0.008,1.063
0.008,-0.008,1.059
0.004,-0.012,1.059
0.008,-0.016,1.063
0.008,-0.012,1.063
0.008,-0.008,1.066
0.008,-0.012,1.059
0.004,-0.004,1.063
0.008,-0.008,1.066
0.004,-0.008,1.063
0.004,-0.012,1.059
0.008,-0.016,1.059
0.004,-0.012,1.066
0,-0.012,1.066
0.004,-0.016,1.063
0.004,-0.012,1.063
-0.008,-0.008,1.063
0,-0.012,1.066
0,-0.012,1.066
0.004,-0.008,1.066
0.008,-0.008,1.063
0.008,-0.012,1.063
0.012,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.008,1.055
0.008,-0.012,1.059
0.012,-0.016,1.066
0.008,-0.016,1.066
0.008,-0.016,1.059
0.004,-0.016,1.055
0.004,-0.012,1.059
0.008,-0.012,1.063
0.012,-0.012,1.063
0.012,-0.016,1.059
0.004,-0.012,1.059
0.008,-0.012,1.059
0.004,-0.012,1.059
0.004,-0.008,1.059
0.008,-0.008,1.059
0.004,-0.008,1.063
0.004,-0.008,1.066
0,-0.008,1.066
0,-0.012,1.063
0.004,-0.016,1.055
0.004,-0.012,1.055
0.008,-0.012,1.055
0.004,-0.012,1.059
0,-0.016,1.063
0.008,-0.012,1.063
0.004,-0.016,1.066
0.008,-0.008,1.066
0.008,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.008,1.055
0.008,-0.008,1.059
0.008,-0.012,1.059
0.012,-0.012,1.063
0.012,-0.004,1.063
0.016,-0.004,1.063
0.012,-0.004,1.063
0.008,-0.008,1.059
0.004,-0.012,1.063
0.004,-0.012,1.066
0.008,-0.008,1.063
0.004,-0.008,1.059
0,-0.012,1.063
-0.008,-0.012,1.063
-0.004,-0.016,1.066
0,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.016,1.059
0,-0.02,1.063
0.008,-0.016,1.063
0.004,-0.012,1.063
0.008,-0.012,1.059
0.012,-0.012,1.055
0.008,-0.008,1.055
0.008,-0.012,1.059
0.008,-0.012,1.059
0.008,-0.008,1.059
0.008,-0.012,1.063
0.008,-0.012,1.063
0.012,-0.012,1.059
0.008,-0.008,1.059
0.008,-0.012,1.063
0.004,-0.012,1.059
0.004,-0.016,1.063
0.004,-0.012,1.063
0,-0.008,1.066
0,-0.012,1.063
0,-0.012,1.063
0,-0.004,1.066
0.004,-0.012,1.066
0,-0.016,1.066
0,-0.016,1.063
0.004,-0.008,1.059
0.008,-0.004,1.059
0.008,-0.008,1.063
0.004,-0.008,1.063
0.008,-0.012,1.066
0.008,-0.012,1.066
0.012,-0.012,1.059
0.012,-0.008,1.063
0.012,-0.004,1.063
0.012,-0.008,1.055
0.012,-0.008,1.059
0.012,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.012,1.063
0,-0.008,1.063
0.008,-0.008,1.059
0.004,0,1.063
0.004,-0.004,1.063
0.008,-0.004,1.063
0.004,-0.008,1.066
-0.004,-0.008,1.063
0,-0.008,1.063
0.004,-0.012,1.063
0,-0.012,1.055
0,-0.012,1.055
0.004,-0.012,1.059
0.008,-0.004,1.063
0.004,-0.008,1.063
0.004,-0.012,1.063
0.008,-0.008,1.059
0.012,-0.004,1.055
0.012,-0.008,1.059
0.016,-0.008,1.063
0.012,-0.008,1.059
0.012,-0.012,1.063
0.012,-0.012,1.059
0.004,-0.016,1.059
0.004,-0.016,1.059
0.008,-0.016,1.059
0.012,-0.008,1.059
0.008,-0.004,1.059
0.004,-0.004,1.063
0.004,-0.008,1.059
0,-0.008,1.059
-0.004,-0.016,1.059
0.004,-0.012,1.059
0.008,-0.012,1.059
0.004,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.012,1.059
0,-0.012,1.063
0.008,-0.012,1.059
0.008,-0.008,1.059
0.008,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.004,1.063
0.008,-0.004,1.059
0.008,-0.008,1.063
0.004,-0.012,1.059
0.008,-0.012,1.063
0,-0.012,1.059
0,-0.008,1.063
0,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.004,1.059
0.008,-0.012,1.063
0.004,-0.016,1.063
0,-0.012,1.059
0,-0.012,1.059
0,-0.012,1.063
-0.012,-0.008,1.063
0,-0.012,1.063
0,-0.016,1.063
0.004,-0.012,1.059
0.004,-0.016,1.063
0.004,-0.02,1.059
0.008,-0.012,1.059
0.008,-0.008,1.063
0.004,-0.016,1.063
0,-0.016,1.059
0.004,-0.004,1.059
0.004,-0.008,1.059
0.004,-0.012,1.063
0,-0.012,1.059
0,-0.012,1.059
0,-0.016,1.063
0,-0.012,1.059
0,-0.016,1.059
0,-0.016,1.063
0,-0.016,1.059
0.008,-0.012,1.063
0.008,-0.012,1.063
0,-0.012,1.063
0,-0.012,1.066
-0.004,-0.008,1.063
0.004,-0.004,1.066
0.004,-0.008,1.059
0.008,-0.012,1.059
0.012,-0.012,1.063
0.008,-0.008,1.059
0,-0.016,1.063
0,-0.012,1.059
0.004,0,1.059
0.004,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.012,1.059
0.008,-0.016,1.063
0.008,-0.016,1.063
0.008,-0.016,1.059
0.012,-0.016,1.063
0.004,-0.016,1.063
0.004,-0.012,1.063
0.012,-0.012,1.066
0.008,0,1.063
0.008,-0.004,1.059
0.004,-0.012,1.063
0.004,-0.012,1.063
0,-0.008,1.063
0,-0.012,1.063
0.004,-0.012,1.063
-0.004,-0.008,1.059
0.004,-0.012,1.063
0,-0.012,1.063
0,-0.008,1.059
0.008,-0.004,1.059
0.008,-0.008,1.063
0,-0.012,1.063
-0.004,-0.012,1.059
0,-0.008,1.059
0,-0.008,1.063
0.008,-0.008,1.066
0.008,-0.012,1.063
0.012,-0.012,1.063
0.012,-0.008,1.063
0.008,-0.012,1.063
0.008,-0.012,1.066
0.004,-0.008,1.059
0.008,-0.016,1.063
0.008,-0.008,1.059
0.008,-0.012,1.063
0.008,-0.012,1.066
0.012,-0.016,1.063
0.008,-0.008,1.063
0.008,-0.008,1.059
0.008,-0.012,1.063
0.008,-0.004,1.063
0.004,-0.004,1.063
0.008,-0.008,1.063
0.004,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.016,1.059
0,-0.016,1.063
-0.004,-0.016,1.063
0,-0.012,1.063
0.004,-0.012,1.066
0.012,-0.012,1.066
0.008,-0.012,1.063
0.008,-0.012,1.059
0.008,-0.008,1.063
0.004,-0.012,1.063
0.004,-0.02,1.063
0.004,-0.016,1.063
0.004,-0.012,1.063
0.004,-0.004,1.063
0,-0.008,1.063
0,-0.004,1.063
0,-0.008,1.055
0,-0.012,1.051
-0.004,-0.012,1.059
0,-0.008,1.07
-0.004,-0.012,1.063
0,-0.012,1.055
0.008,-0.008,1.043
0.004,-0.008,1.055
0.008,-0.008,1.063
0,-0.004,1.063
0.004,-0.008,1.059
0.008,-0.012,1.059
0,-0.012,1.063
0,-0.016,1.063
0.004,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.004,1.063
0.008,-0.012,1.063
0.008,-0.012,1.066
0.004,-0.012,1.066
0.004,-0.012,1.059
0,-0.016,1.063
0.004,-0.012,1.059
0.008,-0.016,1.066
0.004,-0.016,1.063
0.008,-0.016,1.063
0.004,-0.016,1.063
0.008,-0.012,1.063
0.008,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.012,1.059
0,-0.016,1.063
0,-0.016,1.063
0.004,-0.008,1.063
0,-0.012,1.063
0.004,-0.012,1.063
0,-0.012,1.063
0,-0.012,1.059
0,-0.012,1.059
0,-0.012,1.055
0.004,-0.012,1.051
0.008,-0.012,1.059
0.004,-0.008,1.063
0,-0.008,1.063
0.004,-0.004,1.063
0.008,-0.008,1.066
0.012,-0.012,1.066
0.012,-0.008,1.066
0.012,-0.008,1.063
0.012,-0.008,1.063
0.004,-0.008,1.063
-0.004,-0.008,1.063
0.004,-0.012,1.063
0,-0.012,1.059
0.004,-0.012,1.059
0.004,-0.012,1.059
0.008,-0.016,1.063
0,-0.012,1.063
0.004,-0.016,1.063
0.008,-0.008,1.063
0.008,-0.016,1.066
0.008,-0.012,1.063
0.008,-0.008,1.063
0.004,-0.008,1.063
0,-0.016,1.059
0.004,-0.016,1.059
0.004,-0.016,1.059
0,-0.012,1.059
0,-0.012,1.063
0.004,-0.016,1.059
0.008,-0.016,1.055
0.008,-0.016,1.059
0.008,-0.012,1.063
0.008,-0.008,1.063
0.012,-0.008,1.063
0.008,-0.016,1.059
0.008,-0.012,1.055
0.012,-0.012,1.059
0.012,-0.012,1.063
0.004,-0.008,1.063
0.004,-0.008,1.063
0.008,-0.016,1.063
0.004,-0.016,1.063
0,-0.008,1.063
0.004,-0.012,1.063
0.008,-0.008,1.063
0.004,-0.012,1.063
0.004,-0.016,1.063
0.004,-0.012,1.063
0.004,-0.012,1.059
0.004,-0.012,1.055
0.004,-0.016,1.059
0.008,-0.016,1.063
0.008,-0.016,1.055
0.004,-0.012,1.059
0,-0.012,1.063
0,-0.012,1.063
0,-0.016,1.063
0,-0.016,1.059
0,-0.012,1.059
0.004,-0.016,1.063
-0.004,-0.008,1.055
0.004,-0.012,1.059
0.004,-0.016,1.059
0.004,-0.012,1.043
0.008,-0.012,1.043
0.012,-0.012,1.07
0.008,-0.012,1.074
0.012,-0.008,1.059
0.008,-0.008,1.059
0.008,-0.008,1.07
0.008,-0.008,1.066
0.012,-0.012,1.063
0.008,-0.012,1.059
0.004,-0.012,1.059
0.004,-0.012,1.063
0.004,-0.012,1.066
0.008,-0.008,1.063
0.008,-0.012,1.059
0.008,-0.008,1.059
0.008,-0.008,1.063
0,-0.008,1.066
0.008,-0.008,1.063
0.012,-0.012,1.063
0.008,-0.012,1.066
0.012,-0.012,1.066
0.008,-0.012,1.066
0.008,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.008,1.059
0.008,-0.004,1.059
0.008,-0.008,1.063
0.004,-0.008,1.059
0.004,-0.012,1.051
0.008,-0.012,1.059
0.004,-0.016,1.066
0.004,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.008,1.059
0.008,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.008,1.059
0.008,-0.004,1.059
0.008,-0.012,1.063
0.008,-0.008,1.063
0.008,-0.008,1.063
0.008,-0.008,1.063
0.004,-0.008,1.063
0.004,-0.008,1.063
0.012,-0.012,1.059
-0.008,-0.008,1.055
0.004,-0.012,1.059
0.008,-0.012,1.063
0,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.016,1.063
0.004,-0.016,1.063
0,-0.012,1.066
0.004,-0.016,1.063
0.008,-0.012,1.059
0.008,-0.008,1.063
0.008,-0.012,1.059
0.008,-0.012,1.055
0,-0.012,1.055
0.004,-0.012,1.059
0.008,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.016,1.063
0.008,-0.012,1.063
0,-0.012,1.059
0.004,-0.012,1.063
0.004,-0.008,1.059
0.004,-0.008,1.059
0.004,-0.008,1.063
0.008,-0.008,1.063
0.012,-0.008,1.063
0.012,-0.008,1.063
0.012,-0.008,1.063
0.004,-0.012,1.063
0.008,-0.012,1.059
0.012,-0.012,1.059
0.008,-0.012,1.059
0.008,-0.008,1.063
0.012,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.012,1.063
0,-0.012,1.066
0.004,-0.008,1.066
-0.004,-0.012,1.066
0.004,-0.016,1.063
0.004,-0.016,1.063
0,-0.016,1.059
0.004,-0.012,1.055
0.008,-0.012,1.059
0.004,-0.012,1.063
0.004,-0.012,1.059
0.012,-0.008,1.063
0.012,-0.008,1.063
0.004,-0.012,1.059
0.008,-0.012,1.063
0.004,-0.012,1.063
0,-0.016,1.063
0.004,-0.012,1.059
0.008,-0.016,1.063
0.008,-0.008,1.063
0.012,-0.008,1.063
0.012,-0.008,1.063
0.008,-0.012,1.063
0.004,-0.012,1.066
0.008,-0.008,1.066
0.004,-0.008,1.063
0.008,-0.012,1.063
0,-0.012,1.059
0.004,-0.012,1.063
0,-0.008,1.063
0.008,-0.012,1.063
0.004,-0.016,1.066
0.008,-0.012,1.066
0.012,-0.012,1.063
0.008,-0.012,1.059
0.008,-0.012,1.059
0.012,-0.012,1.063
0.004,-0.012,1.059
0.004,-0.016,1.063
0.012,-0.016,1.063
0.012,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.012,1.059
0.008,-0.012,1.063
0.004,-0.012,1.066
0.008,-0.016,1.066
0.012,-0.012,1.066
0.016,-0.012,1.059
0.016,-0.016,1.063
0.012,-0.016,1.063
0.008,-0.012,1.063
0.004,-0.008,1.063
0.004,-0.008,1.063
0.004,-0.008,1.063
0,-0.012,1.063
0,-0.016,1.063
0,-0.012,1.063
0.004,-0.012,1.059
0,-0.012,1.063
0,-0.008,1.063
0.004,-0.012,1.059
0.004,-0.016,1.063
0,-0.012,1.063
0.008,-0.008,1.063
0.004,-0.008,1.066
-0.008,0,1.059
0.004,-0.008,1.063
0.004,-0.008,1.063
0.004,-0.012,1.059
0.004,-0.008,1.063
0,-0.012,1.063
-0.004,-0.016,1.066
0,-0.008,1.063
0.008,-0.004,1.063
0.004,-0.008,1.063
0.004,-0.008,1.063
0,-0.012,1.063
0.004,-0.016,1.059
0.004,-0.012,1.063
0.008,-0.012,1.063
0.012,-0.008,1.063
0.004,-0.008,1.066
0.008,-0.012,1.066
0.008,-0.008,1.066
0.004,-0.012,1.063
0.008,-0.008,1.063
0.004,-0.008,1.063
0.004,-0.016,1.063
0.004,-0.016,1.063
0.008,-0.012,1.063
0.008,-0.016,1.063
0.004,-0.012,1.063
0.008,-0.008,1.063
0.008,-0.008,1.063
0.012,-0.012,1.063
0.016,-0.008,1.059
0.004,-0.012,1.063
0,-0.012,1.059
0.008,-0.012,1.063
0.004,-0.008,1.059
0.004,-0.008,1.063
0,-0.012,1.063
0,-0.012,1.066
-0.004,-0.012,1.059
0.004,-0.012,1.059
0,-0.008,1.055
0.004,-0.004,1.059
0.008,-0.008,1.059
0.008,-0.008,1.059
0.004,-0.008,1.063
0.004,-0.012,1.063
0.008,-0.008,1.063
0.004,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.012,1.059
0.004,-0.004,1.059
0.008,-0.008,1.063
0.004,-0.008,1.063
0.008,-0.012,1.063
0.004,-0.012,1.066
0,-0.012,1.066
0.008,-0.012,1.059
0.008,-0.012,1.059
0.012,-0.012,1.063
0.008,-0.016,1.063
0.004,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.008,1.063
0.004,-0.008,1.063
0.008,-0.012,1.063
0.012,-0.012,1.066
0.004,-0.004,1.063
0.008,-0.008,1.066
0.008,-0.012,1.063
0.004,-0.012,1.059
0.008,-0.016,1.055
0.012,-0.008,1.059
0.008,-0.004,1.055
0.012,-0.008,1.055
0.012,-0.012,1.059
0.008,-0.012,1.059
0.008,-0.012,1.063
0.004,-0.016,1.063
0.004,-0.012,1.063
0.004,-0.008,1.063
0.008,-0.012,1.059
0.008,-0.008,1.063
0.008,-0.012,1.063
0.012,-0.012,1.066
0.004,-0.012,1.066
0,-0.012,1.063
0,-0.012,1.063
0.008,-0.008,1.059
0.008,-0.008,1.063
0.004,-0.008,1.063
0,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.016,1.063
0.008,-0.012,1.063
0.008,-0.008,1.063
0.008,-0.004,1.063
0.008,-0.012,1.063
0.008,-0.016,1.063
0.004,-0.016,1.066
0.008,-0.016,1.066
-0.004,-0.012,1.066
0.004,-0.008,1.066
0.008,-0.008,1.066
0.004,-0.012,1.063
0.004,-0.016,1.063
0,-0.016,1.063
0.004,-0.016,1.063
0.008,-0.012,1.066
0.012,-0.012,1.063
0.008,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.012,1.066
0.008,-0.008,1.066
0.012,-0.008,1.066
0.008,-0.008,1.066
0.004,-0.012,1.063
0.004,-0.012,1.063
0,-0.016,1.059
0.004,-0.012,1.063
0.004,-0.008,1.063
0,-0.008,1.059
0.008,-0.004,1.063
0.008,-0.008,1.063
0.004,-0.012,1.063
0.004,-0.012,1.066
0,-0.012,1.063
0.004,-0.012,1.066
0.008,-0.008,1.066
0.008,-0.008,1.066
0.004,-0.012,1.066
0.008,-0.012,1.066
0.004,-0.012,1.066
0.008,-0.004,1.063
0.012,-0.004,1.059
0.012,-0.008,1.059
0.008,-0.012,1.063
0.012,-0.012,1.066
0.012,-0.012,1.063
0.008,-0.008,1.063
0.008,-0.008,1.059
0.012,-0.012,1.059
0.004,-0.012,1.059
0.008,-0.016,1.063
0.008,-0.016,1.059
0,-0.012,1.059
0.008,-0.012,1.059
0.012,-0.012,1.063
0.004,-0.008,1.063
0.004,-0.012,1.063
0.012,-0.012,1.063
-0.004,-0.012,1.063
-0.004,-0.012,1.066
0.004,-0.012,1.059
0.004,-0.016,1.063
0.004,-0.016,1.066
0.008,-0.012,1.066
0.012,-0.012,1.063
0.016,-0.012,1.063
0.012,-0.008,1.063
0.008,-0.008,1.063
0.004,-0.012,1.059
0.008,-0.008,1.059
0.008,-0.008,1.063
0.008,-0.012,1.063
0.012,-0.016,1.066
0.004,-0.012,1.066
0.004,-0.012,1.059
0.008,-0.008,1.063
0.008,-0.012,1.059
0,-0.012,1.059
0.004,-0.008,1.059
0.008,-0.004,1.063
0.008,-0.008,1.063
0.004,-0.012,1.063
0.008,-0.012,1.063
0.004,-0.02,1.063
0.008,-0.02,1.063
0.012,-0.016,1.063
0.008,-0.012,1.063
0.008,-0.008,1.063
0.008,-0.008,1.063
0.008,-0.008,1.063
0.008,-0.008,1.063
0.012,-0.008,1.063
0.008,-0.008,1.063
0,-0.008,1.063
0.004,-0.012,1.066
0,-0.012,1.063
-0.004,-0.012,1.063
0.004,-0.008,1.066
0.008,-0.008,1.063
0.012,-0.008,1.066
0.012,-0.008,1.066
0.008,-0.008,1.066
0.004,-0.004,1.059
0.004,-0.008,1.063
0.004,-0.008,1.063
0,-0.008,1.063
0.004,-0.012,1.063
0.004,-0.012,1.063
-0.004,-0.02,1.063
0.004,-0.016,1.063
0.004,-0.012,1.063
0.008,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.012,1.063
0.004,-0.016,1.063
0.004,-0.012,1.063
0.008,-0.008,1.063
0.008,-0.012,1.059
0.012,-0.012,1.059
0.012,-0.008,1.063
0.004,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.008,1.059
0.008,-0.012,1.063
0.004,-0.016,1.063
0.004,-0.02,1.063
0.004,-0.016,1.063
0,-0.012,1.063
0.004,-0.008,1.063
0.004,-0.004,1.063
0.004,-0.012,1.063
0.004,-0.012,1.059
0.008,-0.008,1.063
0.012,-0.008,1.063
0.012,-0.008,1.066
0.008,-0.008,1.066
0.004,-0.012,1.066
0.004,-0.012,1.066
0.004,-0.016,1.066
0.004,-0.016,1.063
0.008,-0.008,1.063
0.004,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.012,1.063
0.004,-0.012,1.066
0,-0.012,1.063
0.008,-0.016,1.063
0.008,-0.012,1.063
0.004,-0.012,1.059
0,-0.016,1.059
0.004,-0.008,1.059
0,-0.012,1.059
0.004,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.012,1.066
0.004,-0.016,1.066
0.008,-0.016,1.063
-0.004,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.016,1.059
0.004,-0.012,1.063
0.008,-0.016,1.059
0.008,-0.012,1.063
0.008,-0.008,1.066
0.012,-0.004,1.066
0.004,-0.012,1.063
0.008,-0.004,1.063
0.008,-0.008,1.063
0.004,-0.012,1.066
0,-0.012,1.066
0,-0.012,1.063
0.008,-0.012,1.063
0.004,-0.008,1.063
0.012,-0.008,1.063
0.012,-0.016,1.063
0.012,-0.016,1.066
0.008,-0.012,1.066
0.008,-0.012,1.066
0.012,-0.012,1.066
0.012,-0.012,1.063
0.008,-0.012,1.063
0.012,-0.012,1.063
0.012,-0.012,1.063
0.008,-0.008,1.063
0.012,-0.008,1.066
0.008,-0.008,1.063
0,-0.008,1.063
0,-0.008,1.055
-0.004,-0.012,1.055
0.004,-0.016,1.059
0.008,-0.012,1.063
0.004,-0.008,1.066
0.004,-0.008,1.063
0.008,-0.008,1.059
0.008,-0.008,1.063
0.008,-0.008,1.059
0.004,-0.012,1.059
0.008,-0.012,1.063
0.008,-0.008,1.063
0.012,-0.008,1.063
0.012,-0.008,1.063
0.008,-0.008,1.059
0.004,-0.008,1.059
0.008,-0.008,1.059
